50,1,500,0.5,0.5,Evolution,38471,0.60320506669225600000,0.54074179440987140000
50,4,500,0.5,0.5,Evolution,77140,0.16788469346325618000,0.16387709387681570000
50,7,500,0.5,0.5,Evolution,101540,0.03349573690621194000,0.02999035957679851300
50,10,500,0.5,0.5,Evolution,91272,0.00134344112849054800,0.00067172056424527400
50,13,500,0.5,0.5,Evolution,105554,0.00000000000000000000,0.00000000000000000000
50,16,500,0.5,0.5,Evolution,120429,0.00000000000000000000,0.00000000000000000000
50,19,500,0.5,0.5,Evolution,139689,0.00000000000000000000,0.00000000000000000000
50,22,500,0.5,0.5,Evolution,166146,0.00049514755397108330,0.00024757377698554167
50,25,500,0.5,0.5,Evolution,177600,0.00000000000000000000,0.00000000000000000000
50,28,500,0.5,0.5,Evolution,194477,0.00000000000000000000,0.00000000000000000000
50,31,500,0.5,0.5,Evolution,207863,0.00041640641265875496,0.00020820320632937748
