15,50,250,0.5,0.5,Evolution,540178,0,0
15,60,250,0.5,0.5,Evolution,586024,0,0
15,70,250,0.5,0.5,Evolution,684696,0,0
15,80,250,0.5,0.5,Evolution,785696,0,0
15,90,250,0.5,0.5,Evolution,888520,0,0
15,100,250,0.5,0.5,Evolution,890255,0,0
15,110,250,0.5,0.5,Evolution,974351,0,0
15,120,250,0.5,0.5,Evolution,1078278,0,0
15,130,250,0.5,0.5,Evolution,1221404,0,0
15,140,250,0.5,0.5,Evolution,1313946,0,0
15,150,250,0.5,0.5,Evolution,1331503,0,0
15,160,250,0.5,0.5,Evolution,1446610,0,0
15,170,250,0.5,0.5,Evolution,1565472,0,0
15,180,250,0.5,0.5,Evolution,1669521,0,0
15,190,250,0.5,0.5,Evolution,1820202,0,0
15,200,250,0.5,0.5,Evolution,2006577,0,0
15,210,250,0.5,0.5,Evolution,1837807,0,0
15,220,250,0.5,0.5,Evolution,1964842,0,0
15,230,250,0.5,0.5,Evolution,1920272,0,0
15,240,250,0.5,0.5,Evolution,2720511,0,0
15,250,250,0.5,0.5,Evolution,2620985,0,0
