n,maxW,maxV,capacityPerItmWSum,granularity,solver,time,maxRelErr,avgRelErr
15,3.5,250,0.5,0.5,BranchAndBound,18,0.00000000000000000000,0.00000000000000000000
15,3.5,250,0.5,0.5,DPByCapacity,1484,0.00000000000000000000,0.00000000000000000000
15,3.5,250,0.5,0.5,VWRatioHeuristic,13,0.00000000000000000000,0.00000000000000000000
15,3.75,250,0.5,0.5,NaiveRecursionSansConfigVars,199,0.00000000000000000000,0.00000000000000000000
15,3.75,250,0.5,0.5,BranchAndBound,19,0.00000000000000000000,0.00000000000000000000
15,3.75,250,0.5,0.5,DPByCapacity,1699,0.00000000000000000000,0.00000000000000000000
15,3.75,250,0.5,0.5,VWRatioHeuristic,13,0.00000000000000000000,0.00000000000000000000
15,4.0,250,0.5,0.5,NaiveRecursionSansConfigVars,195,0.00000000000000000000,0.00000000000000000000
15,4.0,250,0.5,0.5,BranchAndBound,18,0.00000000000000000000,0.00000000000000000000
15,4.0,250,0.5,0.5,DPByCapacity,1694,0.00000000000000000000,0.00000000000000000000
15,4.0,250,0.5,0.5,VWRatioHeuristic,13,0.00000000000000000000,0.00000000000000000000
